carpark_number,update_datetime,total_lots,lot_type,lots_available,data_snapshot_time
PL57,2026-01-17T23:59:53,521,C,185,2026-01-18 00:01
PL57,2026-01-18T00:59:19,521,C,179,2026-01-18 01:00
PL57,2026-01-18T01:58:20,521,C,172,2026-01-18 02:00
PL57,2026-01-18T03:58:21,521,C,173,2026-01-18 04:00
PL57,2026-01-18T04:58:57,521,C,174,2026-01-18 05:00
PL57,2026-01-18T05:59:23,521,C,179,2026-01-18 06:00
PL57,2026-01-18T06:58:24,521,C,184,2026-01-18 07:00
PL57,2026-01-18T07:59:00,521,C,194,2026-01-18 08:00
PL57,2026-01-18T08:58:26,521,C,229,2026-01-18 09:00
PL57,2026-01-18T09:58:27,521,C,241,2026-01-18 10:00
PL57,2026-01-18T10:59:03,521,C,246,2026-01-18 11:00
PL57,2026-01-18T11:58:29,521,C,260,2026-01-18 12:00
PL57,2026-01-18T12:58:29,521,C,275,2026-01-18 13:00
PL57,2026-01-18T13:58:30,521,C,279,2026-01-18 14:00
PL57,2026-01-18T14:59:06,521,C,271,2026-01-18 15:00
PL57,2026-01-18T15:58:32,521,C,263,2026-01-18 16:00
PL57,2026-01-18T16:58:33,521,C,267,2026-01-18 17:00
PL57,2026-01-18T17:59:09,521,C,271,2026-01-18 18:00
PL57,2026-01-18T18:58:35,521,C,268,2026-01-18 19:00
PL57,2026-01-18T19:58:36,521,C,253,2026-01-18 20:00
PL57,2026-01-18T20:59:12,521,C,225,2026-01-18 21:00
PL57,2026-01-18T21:58:38,521,C,190,2026-01-18 22:00
PL57,2026-01-18T22:58:39,521,C,181,2026-01-18 23:00
PL57,2026-01-19T00:00:14,521,C,168,2026-01-19 00:01
PL57,2026-01-19T00:58:40,521,C,163,2026-01-19 01:00
PL57,2026-01-19T01:58:41,521,C,161,2026-01-19 02:00
PL57,2026-01-19T02:59:17,521,C,167,2026-01-19 03:00
PL57,2026-01-19T03:58:43,521,C,168,2026-01-19 04:00
PL57,2026-01-19T04:58:44,521,C,167,2026-01-19 05:00
PL57,2026-01-19T05:59:20,521,C,173,2026-01-19 06:00
PL57,2026-01-19T06:58:46,521,C,228,2026-01-19 07:00
PL57,2026-01-19T07:58:47,521,C,297,2026-01-19 08:00
PL57,2026-01-19T08:59:22,521,C,344,2026-01-19 09:00
PL57,2026-01-19T09:58:48,521,C,362,2026-01-19 10:00
PL57,2026-01-19T10:58:49,521,C,366,2026-01-19 11:00
PL57,2026-01-19T11:59:25,521,C,377,2026-01-19 12:00
PL57,2026-01-19T12:58:26,521,C,378,2026-01-19 13:00
PL57,2026-01-19T13:58:52,521,C,386,2026-01-19 14:00
PL57,2026-01-19T14:58:53,521,C,375,2026-01-19 15:00
PL57,2026-01-19T15:58:29,521,C,356,2026-01-19 16:00
PL57,2026-01-19T16:58:55,521,C,347,2026-01-19 17:00
PL57,2026-01-19T17:58:56,521,C,337,2026-01-19 18:00
PL57,2026-01-19T18:58:31,521,C,288,2026-01-19 19:00
PL57,2026-01-19T19:58:58,521,C,241,2026-01-19 20:00
PL57,2026-01-19T20:58:58,521,C,231,2026-01-19 21:00
PL57,2026-01-19T21:58:34,521,C,211,2026-01-19 22:00
PL57,2026-01-19T22:58:35,521,C,192,2026-01-19 23:00
PL57,2026-01-20T00:00:01,521,C,181,2026-01-20 00:01
PL57,2026-01-20T00:58:37,521,C,174,2026-01-20 01:00
PL57,2026-01-20T01:58:38,521,C,168,2026-01-20 02:00
PL57,2026-01-20T02:58:39,521,C,177,2026-01-20 03:00
PL57,2026-01-20T03:59:05,521,C,175,2026-01-20 04:00
PL57,2026-01-20T04:59:06,521,C,176,2026-01-20 05:00
PL57,2026-01-20T05:58:41,521,C,180,2026-01-20 06:00
PL57,2026-01-20T06:58:42,521,C,236,2026-01-20 07:00
PL57,2026-01-20T07:59:08,521,C,309,2026-01-20 08:00
PL57,2026-01-20T08:58:44,521,C,353,2026-01-20 09:00
PL57,2026-01-20T09:58:45,521,C,365,2026-01-20 10:00
PL57,2026-01-20T10:59:11,521,C,379,2026-01-20 11:00
PL57,2026-01-20T11:58:12,521,C,373,2026-01-20 12:00
PL57,2026-01-20T12:59:13,521,C,377,2026-01-20 13:00
PL57,2026-01-20T13:58:49,521,C,376,2026-01-20 14:00
PL57,2026-01-20T14:58:50,521,C,360,2026-01-20 15:00
PL57,2026-01-20T15:59:16,521,C,351,2026-01-20 16:00
PL57,2026-01-20T16:58:51,521,C,355,2026-01-20 17:00
PL57,2026-01-20T17:58:52,521,C,355,2026-01-20 18:00
PL57,2026-01-20T18:59:18,521,C,296,2026-01-20 19:00
PL57,2026-01-20T19:58:54,521,C,247,2026-01-20 20:00
PL57,2026-01-20T20:58:55,521,C,227,2026-01-20 21:00
PL57,2026-01-20T21:58:21,521,C,205,2026-01-20 22:00
PL57,2026-01-20T22:58:22,521,C,190,2026-01-20 23:00
PL57,2026-01-20T23:59:58,521,C,180,2026-01-21 00:01
PL57,2026-01-21T00:58:24,521,C,176,2026-01-21 01:00
PL57,2026-01-21T01:58:25,521,C,172,2026-01-21 02:00
PL57,2026-01-21T02:58:26,521,C,176,2026-01-21 03:00
PL57,2026-01-21T03:58:48,521,C,174,2026-01-21 04:00
PL57,2026-01-21T04:58:49,521,C,175,2026-01-21 05:00
PL57,2026-01-21T05:57:50,521,C,185,2026-01-21 06:00
PL57,2026-01-21T06:58:51,521,C,234,2026-01-21 07:00
PL57,2026-01-21T07:58:52,521,C,311,2026-01-21 08:00
PL57,2026-01-21T08:57:53,521,C,353,2026-01-21 09:00
PL57,2026-01-21T09:58:54,521,C,371,2026-01-21 10:00
PL57,2026-01-21T10:58:55,521,C,380,2026-01-21 11:00
PL57,2026-01-21T11:57:56,521,C,381,2026-01-21 12:00
PL57,2026-01-21T12:58:57,521,C,391,2026-01-21 13:00
PL57,2026-01-21T13:57:57,521,C,389,2026-01-21 14:00
PL57,2026-01-21T14:57:58,521,C,381,2026-01-21 15:00
PL57,2026-01-21T15:58:59,521,C,374,2026-01-21 16:00
PL57,2026-01-21T16:59:00,521,C,376,2026-01-21 17:00
PL57,2026-01-21T17:58:01,521,C,347,2026-01-21 18:00
PL57,2026-01-21T18:59:02,521,C,310,2026-01-21 19:00
PL57,2026-01-21T19:59:03,521,C,250,2026-01-21 20:00
PL57,2026-01-21T20:58:04,521,C,235,2026-01-21 21:00
PL57,2026-01-21T21:59:05,521,C,207,2026-01-21 22:00
PL57,2026-01-21T22:58:06,521,C,189,2026-01-21 23:00
PL57,2026-01-21T23:59:06,521,C,182,2026-01-22 00:01
PL57,2026-01-22T00:59:07,521,C,176,2026-01-22 01:00
PL57,2026-01-22T01:58:08,521,C,174,2026-01-22 02:00
PL57,2026-01-22T02:58:09,521,C,181,2026-01-22 03:00
PL57,2026-01-22T03:58:10,521,C,180,2026-01-22 04:00
PL57,2026-01-22T04:59:11,521,C,182,2026-01-22 05:00
PL57,2026-01-22T05:58:12,521,C,189,2026-01-22 06:00
PL57,2026-01-22T06:58:13,521,C,236,2026-01-22 07:00
PL57,2026-01-22T07:59:14,521,C,320,2026-01-22 08:00
PL57,2026-01-22T08:58:15,521,C,351,2026-01-22 09:00
PL57,2026-01-22T09:58:16,521,C,371,2026-01-22 10:00
PL57,2026-01-22T10:59:16,521,C,381,2026-01-22 11:00
PL57,2026-01-22T11:58:17,521,C,388,2026-01-22 12:00
PL57,2026-01-22T12:59:18,521,C,391,2026-01-22 13:00
PL57,2026-01-22T13:58:19,521,C,392,2026-01-22 14:00
PL57,2026-01-22T14:58:20,521,C,379,2026-01-22 15:00
PL57,2026-01-22T15:59:21,521,C,364,2026-01-22 16:00
PL57,2026-01-22T16:58:22,521,C,353,2026-01-22 17:00
PL57,2026-01-22T17:58:23,521,C,335,2026-01-22 18:00
PL57,2026-01-22T18:59:24,521,C,285,2026-01-22 19:00
PL57,2026-01-22T19:58:25,521,C,255,2026-01-22 20:00
PL57,2026-01-22T20:58:25,521,C,233,2026-01-22 21:00
PL57,2026-01-22T21:59:26,521,C,218,2026-01-22 22:00
PL57,2026-01-22T22:58:27,521,C,185,2026-01-22 23:00
PL57,2026-01-22T23:59:28,521,C,181,2026-01-23 00:01
PL57,2026-01-23T00:59:29,521,C,177,2026-01-23 01:00
PL57,2026-01-23T01:58:30,521,C,171,2026-01-23 02:00
PL57,2026-01-23T02:58:31,521,C,170,2026-01-23 03:00
PL57,2026-01-23T03:58:32,521,C,168,2026-01-23 04:00
PL57,2026-01-23T04:58:33,521,C,170,2026-01-23 05:00
PL57,2026-01-23T05:58:34,521,C,177,2026-01-23 06:00
PL57,2026-01-23T06:58:35,521,C,233,2026-01-23 07:00
PL57,2026-01-23T07:58:35,521,C,289,2026-01-23 08:00
PL57,2026-01-23T08:58:36,521,C,336,2026-01-23 09:00
PL57,2026-01-23T09:58:37,521,C,356,2026-01-23 10:00
PL57,2026-01-23T10:58:38,521,C,365,2026-01-23 11:00
PL57,2026-01-23T11:58:39,521,C,370,2026-01-23 12:00
PL57,2026-01-23T12:58:40,521,C,384,2026-01-23 13:00
PL57,2026-01-23T13:58:41,521,C,381,2026-01-23 14:00
PL57,2026-01-23T14:58:42,521,C,362,2026-01-23 15:00
PL57,2026-01-23T15:58:43,521,C,347,2026-01-23 16:00
PL57,2026-01-23T16:58:44,521,C,345,2026-01-23 17:00
PL57,2026-01-23T17:58:44,521,C,338,2026-01-23 18:00
PL57,2026-01-23T18:58:45,521,C,309,2026-01-23 19:00
PL57,2026-01-23T19:58:46,521,C,290,2026-01-23 20:00
PL57,2026-01-23T20:58:47,521,C,261,2026-01-23 21:00
PL57,2026-01-23T21:58:48,521,C,233,2026-01-23 22:00
PL57,2026-01-23T22:58:49,521,C,215,2026-01-23 23:00
PL57,2026-01-23T23:59:50,521,C,196,2026-01-24 00:01
PL57,2026-01-24T00:26:50,521,C,199,2026-01-24 01:00
PL57,2026-01-24T01:58:52,521,C,193,2026-01-24 02:00
PL57,2026-01-24T02:57:53,521,C,187,2026-01-24 03:00
PL57,2026-01-24T03:58:54,521,C,188,2026-01-24 04:00
PL57,2026-01-24T04:58:54,521,C,188,2026-01-24 05:00
PL57,2026-01-24T05:57:55,521,C,186,2026-01-24 06:00
PL57,2026-01-24T06:58:56,521,C,198,2026-01-24 07:00
PL57,2026-01-24T07:58:57,521,C,225,2026-01-24 08:00
PL57,2026-01-24T08:57:58,521,C,251,2026-01-24 09:00
PL57,2026-01-24T09:58:59,521,C,265,2026-01-24 10:00
PL57,2026-01-24T10:59:00,521,C,286,2026-01-24 11:00
PL57,2026-01-24T11:58:01,521,C,302,2026-01-24 12:00
PL57,2026-01-24T12:59:02,521,C,324,2026-01-24 13:00
PL57,2026-01-24T13:58:03,521,C,309,2026-01-24 14:00
PL57,2026-01-24T14:59:04,521,C,301,2026-01-24 15:00
PL57,2026-01-24T15:59:04,521,C,305,2026-01-24 16:00
PL57,2026-01-24T16:58:05,521,C,307,2026-01-24 17:00
PL57,2026-01-24T17:59:06,521,C,316,2026-01-24 18:00
PL57,2026-01-24T18:59:07,521,C,312,2026-01-24 19:00
PL57,2026-01-24T19:58:08,521,C,308,2026-01-24 20:00
PL57,2026-01-24T20:59:09,521,C,282,2026-01-24 21:00
PL57,2026-01-24T21:59:10,521,C,246,2026-01-24 22:00
PL57,2026-01-24T22:58:11,521,C,212,2026-01-24 23:00
PL57,2026-01-25T00:00:12,521,C,195,2026-01-25 00:01
PL57,2026-01-25T00:59:13,521,C,190,2026-01-25 01:00
PL57,2026-01-25T01:58:13,521,C,186,2026-01-25 02:00
PL57,2026-01-25T02:58:14,521,C,186,2026-01-25 03:00
PL57,2026-01-25T03:58:15,521,C,184,2026-01-25 04:00
PL57,2026-01-25T04:59:16,521,C,183,2026-01-25 05:00
PL57,2026-01-25T05:58:17,521,C,189,2026-01-25 06:00
PL57,2026-01-25T06:58:18,521,C,195,2026-01-25 07:00
PL57,2026-01-25T07:58:19,521,C,208,2026-01-25 08:00
PL57,2026-01-25T08:58:20,521,C,225,2026-01-25 09:00
PL57,2026-01-25T09:58:21,521,C,239,2026-01-25 10:00
PL57,2026-01-25T10:58:22,521,C,270,2026-01-25 11:00
PL57,2026-01-25T11:58:23,521,C,272,2026-01-25 12:00
PL57,2026-01-25T12:58:23,521,C,284,2026-01-25 13:00
PL57,2026-01-25T13:58:24,521,C,291,2026-01-25 14:00
PL57,2026-01-25T14:59:25,521,C,279,2026-01-25 15:00
PL57,2026-01-25T15:58:26,521,C,281,2026-01-25 16:00
PL57,2026-01-25T16:58:27,521,C,272,2026-01-25 17:00
PL57,2026-01-25T17:58:28,521,C,277,2026-01-25 18:00
PL57,2026-01-25T18:58:29,521,C,285,2026-01-25 19:00
PL57,2026-01-25T19:58:30,521,C,262,2026-01-25 20:00
PL57,2026-01-25T20:58:31,521,C,228,2026-01-25 21:00
PL57,2026-01-25T21:58:32,521,C,195,2026-01-25 22:00
PL57,2026-01-25T22:58:32,521,C,187,2026-01-25 23:00
PL57,2026-01-25T23:59:33,521,C,176,2026-01-26 00:01
PL57,2026-01-26T00:58:34,521,C,165,2026-01-26 01:00
PL57,2026-01-26T01:58:35,521,C,165,2026-01-26 02:00
PL57,2026-01-26T02:57:36,521,C,169,2026-01-26 03:00
PL57,2026-01-26T03:58:37,521,C,166,2026-01-26 04:00
PL57,2026-01-26T04:58:38,521,C,165,2026-01-26 05:00
PL57,2026-01-26T05:58:39,521,C,173,2026-01-26 06:00
PL57,2026-01-26T06:58:40,521,C,230,2026-01-26 07:00
PL57,2026-01-26T07:58:41,521,C,304,2026-01-26 08:00
PL57,2026-01-26T08:57:42,521,C,339,2026-01-26 09:00
PL57,2026-01-26T09:58:42,521,C,371,2026-01-26 10:00
PL57,2026-01-26T10:58:43,521,C,386,2026-01-26 11:00
PL57,2026-01-26T11:57:44,521,C,398,2026-01-26 12:00
PL57,2026-01-26T12:57:45,521,C,392,2026-01-26 13:00
PL57,2026-01-26T13:58:46,521,C,402,2026-01-26 14:00
PL57,2026-01-26T14:58:47,521,C,388,2026-01-26 15:00
PL57,2026-01-26T15:57:48,521,C,375,2026-01-26 16:00
PL57,2026-01-26T16:58:49,521,C,371,2026-01-26 17:00
PL57,2026-01-26T17:58:50,521,C,345,2026-01-26 18:00
PL57,2026-01-26T18:57:51,521,C,308,2026-01-26 19:00
PL57,2026-01-26T19:58:51,521,C,262,2026-01-26 20:00
PL57,2026-01-26T20:58:52,521,C,227,2026-01-26 21:00
PL57,2026-01-26T21:57:53,521,C,208,2026-01-26 22:00
PL57,2026-01-26T22:58:54,521,C,184,2026-01-26 23:00
PL57,2026-01-26T23:59:55,521,C,182,2026-01-27 00:01
PL57,2026-01-27T00:57:56,521,C,172,2026-01-27 01:00
PL57,2026-01-27T01:58:57,521,C,167,2026-01-27 02:00
PL57,2026-01-27T02:58:58,521,C,168,2026-01-27 03:00
PL57,2026-01-27T03:57:59,521,C,168,2026-01-27 04:00
PL57,2026-01-27T04:59:00,521,C,168,2026-01-27 05:00
PL57,2026-01-27T05:59:01,521,C,178,2026-01-27 06:00
PL57,2026-01-27T06:58:01,521,C,227,2026-01-27 07:00
PL57,2026-01-27T07:59:02,521,C,305,2026-01-27 08:00
PL57,2026-01-27T08:59:03,521,C,350,2026-01-27 09:00
PL57,2026-01-27T09:58:04,521,C,360,2026-01-27 10:00
PL57,2026-01-27T10:59:05,521,C,369,2026-01-27 11:00
PL57,2026-01-27T11:58:06,521,C,377,2026-01-27 12:00
PL57,2026-01-27T12:58:07,521,C,367,2026-01-27 13:00
PL57,2026-01-27T13:58:08,521,C,367,2026-01-27 14:00
PL57,2026-01-27T14:59:09,521,C,356,2026-01-27 15:00
PL57,2026-01-27T15:58:10,521,C,348,2026-01-27 16:00
PL57,2026-01-27T16:58:10,521,C,337,2026-01-27 17:00
PL57,2026-01-27T17:59:11,521,C,346,2026-01-27 18:00
PL57,2026-01-27T18:58:12,521,C,302,2026-01-27 19:00
PL57,2026-01-27T19:58:13,521,C,257,2026-01-27 20:00
PL57,2026-01-27T20:59:14,521,C,230,2026-01-27 21:00
PL57,2026-01-27T21:58:15,521,C,204,2026-01-27 22:00
PL57,2026-01-27T22:58:16,521,C,189,2026-01-27 23:00
PL57,2026-01-28T00:00:17,521,C,179,2026-01-28 00:01
PL57,2026-01-28T00:58:17,521,C,172,2026-01-28 01:00
PL57,2026-01-28T01:58:18,521,C,172,2026-01-28 02:00
PL57,2026-01-28T02:59:19,521,C,175,2026-01-28 03:00
PL57,2026-01-28T03:58:18,521,C,171,2026-01-28 04:00
PL57,2026-01-28T04:58:56,521,C,171,2026-01-28 05:00
PL57,2026-01-28T05:59:20,521,C,182,2026-01-28 06:00
PL57,2026-01-28T06:58:21,521,C,225,2026-01-28 07:00
PL57,2026-01-28T07:58:59,521,C,311,2026-01-28 08:00
PL57,2026-01-28T08:59:23,521,C,353,2026-01-28 09:00
PL57,2026-01-28T09:58:23,521,C,370,2026-01-28 10:00
PL57,2026-01-28T10:59:02,521,C,383,2026-01-28 11:00
PL57,2026-01-28T11:59:25,521,C,397,2026-01-28 12:00
PL57,2026-01-28T12:58:26,521,C,388,2026-01-28 13:00
PL57,2026-01-28T13:58:27,521,C,391,2026-01-28 14:00
PL57,2026-01-28T14:59:05,521,C,364,2026-01-28 15:00
PL57,2026-01-28T15:58:29,521,C,362,2026-01-28 16:00
PL57,2026-01-28T16:58:30,521,C,350,2026-01-28 17:00
PL57,2026-01-28T17:59:08,521,C,352,2026-01-28 18:00
PL57,2026-01-28T18:58:32,521,C,296,2026-01-28 19:00
PL57,2026-01-28T19:58:32,521,C,258,2026-01-28 20:00
PL57,2026-01-28T20:59:11,521,C,245,2026-01-28 21:00
PL57,2026-01-28T21:58:34,521,C,216,2026-01-28 22:00
PL57,2026-01-28T22:58:35,521,C,191,2026-01-28 23:00
PL57,2026-01-29T00:00:13,521,C,181,2026-01-29 00:01
PL57,2026-01-29T00:58:37,521,C,168,2026-01-29 01:00
PL57,2026-01-29T01:58:38,521,C,167,2026-01-29 02:00
PL57,2026-01-29T02:59:16,521,C,173,2026-01-29 03:00
PL57,2026-01-29T03:58:40,521,C,172,2026-01-29 04:00
PL57,2026-01-29T04:58:41,521,C,170,2026-01-29 05:00
PL57,2026-01-29T05:59:19,521,C,181,2026-01-29 06:00
PL57,2026-01-29T06:58:42,521,C,236,2026-01-29 07:00
PL57,2026-01-29T07:58:43,521,C,313,2026-01-29 08:00
PL57,2026-01-29T08:59:22,521,C,347,2026-01-29 09:00
PL57,2026-01-29T09:58:45,521,C,374,2026-01-29 10:00
PL57,2026-01-29T10:58:46,521,C,389,2026-01-29 11:00
PL57,2026-01-29T11:59:24,521,C,383,2026-01-29 12:00
PL57,2026-01-29T12:58:25,521,C,397,2026-01-29 13:00
PL57,2026-01-29T13:58:49,521,C,394,2026-01-29 14:00
PL57,2026-01-29T14:58:50,521,C,382,2026-01-29 15:00
PL57,2026-01-29T15:58:28,521,C,374,2026-01-29 16:00
PL57,2026-01-29T16:58:51,521,C,368,2026-01-29 17:00
PL57,2026-01-29T17:58:52,521,C,343,2026-01-29 18:00
PL57,2026-01-29T18:58:31,521,C,297,2026-01-29 19:00
PL57,2026-01-29T19:58:54,521,C,274,2026-01-29 20:00
PL57,2026-01-29T20:58:55,521,C,254,2026-01-29 21:00
PL57,2026-01-29T21:58:33,521,C,219,2026-01-29 22:00
PL57,2026-01-29T22:58:57,521,C,198,2026-01-29 23:00
PL57,2026-01-29T23:59:58,521,C,180,2026-01-30 00:01
PL57,2026-01-30T00:58:36,521,C,171,2026-01-30 01:00
PL57,2026-01-30T01:58:37,521,C,165,2026-01-30 02:00
PL57,2026-01-30T02:58:38,521,C,170,2026-01-30 03:00
PL57,2026-01-30T03:59:01,521,C,173,2026-01-30 04:00
PL57,2026-01-30T04:59:02,521,C,170,2026-01-30 05:00
PL57,2026-01-30T05:58:41,521,C,178,2026-01-30 06:00
PL57,2026-01-30T06:58:42,521,C,231,2026-01-30 07:00
PL57,2026-01-30T07:59:05,521,C,293,2026-01-30 08:00
PL57,2026-01-30T08:58:06,521,C,337,2026-01-30 09:00
PL57,2026-01-30T09:58:44,521,C,349,2026-01-30 10:00
PL57,2026-01-30T10:59:08,521,C,365,2026-01-30 11:00
PL57,2026-01-30T11:58:09,521,C,372,2026-01-30 12:00
PL57,2026-01-30T12:59:10,521,C,362,2026-01-30 13:00
PL57,2026-01-30T13:58:48,521,C,360,2026-01-30 14:00
PL57,2026-01-30T14:58:49,521,C,342,2026-01-30 15:00
PL57,2026-01-30T15:59:12,521,C,349,2026-01-30 16:00
PL57,2026-01-30T16:58:51,521,C,338,2026-01-30 17:00
PL57,2026-01-30T17:58:51,521,C,348,2026-01-30 18:00
PL57,2026-01-30T18:59:15,521,C,321,2026-01-30 19:00
PL57,2026-01-30T19:58:16,521,C,288,2026-01-30 20:00
PL57,2026-01-30T20:58:54,521,C,267,2026-01-30 21:00
PL57,2026-01-30T21:59:18,521,C,242,2026-01-30 22:00
PL57,2026-01-30T22:58:19,521,C,225,2026-01-30 23:00
PL57,2026-01-30T23:59:57,521,C,211,2026-01-31 00:01
PL57,2026-01-31T00:59:20,521,C,198,2026-01-31 01:00
PL57,2026-01-31T01:58:21,521,C,189,2026-01-31 02:00
PL57,2026-01-31T02:58:22,521,C,190,2026-01-31 03:00
PL57,2026-01-31T03:58:23,521,C,189,2026-01-31 04:00
PL57,2026-01-31T04:59:01,521,C,185,2026-01-31 05:00
PL57,2026-01-31T05:58:25,521,C,190,2026-01-31 06:00
PL57,2026-01-31T06:58:26,521,C,202,2026-01-31 07:00
PL57,2026-01-31T07:59:04,521,C,234,2026-01-31 08:00
PL57,2026-01-31T08:58:28,521,C,263,2026-01-31 09:00
PL57,2026-01-31T09:58:29,521,C,277,2026-01-31 10:00
PL57,2026-01-31T10:59:07,521,C,294,2026-01-31 11:00
PL57,2026-01-31T11:58:30,521,C,316,2026-01-31 12:00
PL57,2026-01-31T12:59:09,521,C,328,2026-01-31 13:00
PL57,2026-01-31T13:58:32,521,C,326,2026-01-31 14:00
PL57,2026-01-31T14:58:33,521,C,310,2026-01-31 15:00
PL57,2026-01-31T15:59:11,521,C,295,2026-01-31 16:00
PL57,2026-01-31T16:58:35,521,C,300,2026-01-31 17:00
PL57,2026-01-31T17:58:36,521,C,314,2026-01-31 18:00
PL57,2026-01-31T18:59:14,521,C,326,2026-01-31 19:00
PL57,2026-01-31T19:58:38,521,C,310,2026-01-31 20:00
PL57,2026-01-31T20:58:39,521,C,288,2026-01-31 21:00
PL57,2026-01-31T21:59:17,521,C,252,2026-01-31 22:00
PL57,2026-01-31T22:58:40,521,C,225,2026-01-31 23:00
PL57,2026-01-31T23:59:41,521,C,209,2026-02-01 00:01
PL57,2026-02-01T00:59:20,521,C,194,2026-02-01 01:00
PL57,2026-02-01T01:58:43,521,C,191,2026-02-01 02:00
PL57,2026-02-01T02:58:21,521,C,191,2026-02-01 03:00
PL57,2026-02-01T03:58:45,521,C,187,2026-02-01 04:00
PL57,2026-02-01T04:58:46,521,C,186,2026-02-01 05:00
PL57,2026-02-01T05:58:24,521,C,189,2026-02-01 06:00
PL57,2026-02-01T06:58:48,521,C,192,2026-02-01 07:00
PL57,2026-02-01T07:58:48,521,C,201,2026-02-01 08:00
PL57,2026-02-01T08:58:27,521,C,229,2026-02-01 09:00
PL57,2026-02-01T09:58:50,521,C,261,2026-02-01 10:00
PL57,2026-02-01T10:58:51,521,C,275,2026-02-01 11:00
PL57,2026-02-01T11:58:52,521,C,292,2026-02-01 12:00
PL57,2026-02-01T12:58:30,521,C,292,2026-02-01 13:00
PL57,2026-02-01T13:58:54,521,C,274,2026-02-01 14:00
PL57,2026-02-01T14:58:55,521,C,267,2026-02-01 15:00
PL57,2026-02-01T15:58:33,521,C,278,2026-02-01 16:00
PL57,2026-02-01T16:58:57,521,C,274,2026-02-01 17:00
PL57,2026-02-01T17:58:58,521,C,285,2026-02-01 18:00
PL57,2026-02-01T18:58:36,521,C,296,2026-02-01 19:00
PL57,2026-02-01T19:58:59,521,C,275,2026-02-01 20:00
PL57,2026-02-01T20:59:00,521,C,243,2026-02-01 21:00
PL57,2026-02-01T21:58:39,521,C,209,2026-02-01 22:00
PL57,2026-02-01T22:59:02,521,C,184,2026-02-01 23:00
PL57,2026-02-02T00:00:03,521,C,174,2026-02-02 00:01
PL57,2026-02-02T00:58:41,521,C,170,2026-02-02 01:00
PL57,2026-02-02T01:59:05,521,C,167,2026-02-02 02:00
PL57,2026-02-02T02:58:06,521,C,167,2026-02-02 03:00
PL57,2026-02-02T03:58:44,521,C,166,2026-02-02 04:00
PL57,2026-02-02T04:59:07,521,C,165,2026-02-02 05:00
PL57,2026-02-02T05:58:08,521,C,175,2026-02-02 06:00
PL57,2026-02-02T06:58:47,521,C,238,2026-02-02 07:00
PL57,2026-02-02T07:59:10,521,C,312,2026-02-02 08:00
PL57,2026-02-02T08:58:11,521,C,344,2026-02-02 09:00
PL57,2026-02-02T09:58:49,521,C,372,2026-02-02 10:00
PL57,2026-02-02T10:59:13,521,C,384,2026-02-02 11:00
PL57,2026-02-02T11:58:14,521,C,389,2026-02-02 12:00
PL57,2026-02-02T12:58:15,521,C,387,2026-02-02 13:00
PL57,2026-02-02T13:58:53,521,C,390,2026-02-02 14:00
PL57,2026-02-02T14:59:17,521,C,384,2026-02-02 15:00
PL57,2026-02-02T15:58:17,521,C,376,2026-02-02 16:00
PL57,2026-02-02T16:58:56,521,C,370,2026-02-02 17:00
PL57,2026-02-02T17:59:19,521,C,347,2026-02-02 18:00
PL57,2026-02-02T18:58:20,521,C,312,2026-02-02 19:00
PL57,2026-02-02T19:58:58,521,C,269,2026-02-02 20:00
PL57,2026-02-02T20:59:22,521,C,242,2026-02-02 21:00
PL57,2026-02-02T21:58:23,521,C,212,2026-02-02 22:00
PL57,2026-02-02T22:59:01,521,C,193,2026-02-02 23:00
PL57,2026-02-03T00:00:25,521,C,183,2026-02-03 00:01
PL57,2026-02-03T00:58:26,521,C,177,2026-02-03 01:00
PL57,2026-02-03T01:59:04,521,C,173,2026-02-03 02:00
PL57,2026-02-03T02:58:27,521,C,171,2026-02-03 03:00
PL57,2026-02-03T03:58:28,521,C,172,2026-02-03 04:00
PL57,2026-02-03T04:59:07,521,C,168,2026-02-03 05:00
PL57,2026-02-03T05:58:30,521,C,176,2026-02-03 06:00
PL57,2026-02-03T06:58:31,521,C,230,2026-02-03 07:00
PL57,2026-02-03T07:59:09,521,C,309,2026-02-03 08:00
PL57,2026-02-03T08:58:33,521,C,352,2026-02-03 09:00
PL57,2026-02-03T09:58:34,521,C,369,2026-02-03 10:00
PL57,2026-02-03T10:59:12,521,C,373,2026-02-03 11:00
PL57,2026-02-03T11:58:36,521,C,373,2026-02-03 12:00
PL57,2026-02-03T12:58:36,521,C,377,2026-02-03 13:00
PL57,2026-02-03T13:58:37,521,C,376,2026-02-03 14:00
PL57,2026-02-03T14:59:16,521,C,356,2026-02-03 15:00
PL57,2026-02-03T15:58:39,521,C,345,2026-02-03 16:00
PL57,2026-02-03T16:58:40,521,C,334,2026-02-03 17:00
PL57,2026-02-03T17:59:18,521,C,327,2026-02-03 18:00
PL57,2026-02-03T18:58:42,521,C,285,2026-02-03 19:00
PL57,2026-02-03T19:58:43,521,C,250,2026-02-03 20:00
PL57,2026-02-03T20:59:21,521,C,234,2026-02-03 21:00
PL57,2026-02-03T21:58:45,521,C,212,2026-02-03 22:00
PL57,2026-02-03T22:58:45,521,C,192,2026-02-03 23:00
PL57,2026-02-04T00:00:24,521,C,184,2026-02-04 00:01
PL57,2026-02-04T00:58:47,521,C,175,2026-02-04 01:00
PL57,2026-02-04T01:58:48,521,C,172,2026-02-04 02:00
